aquaCultureRegistryVersion,localityNo,municipality,municipalityNo,name
1299,29776,MELØY,1837,Teksmona
69,13575,TOLGA,0436,Tela Fiskeanlegg
1299,21755,ETNE,4611,Tendalsvik
1299,12449,FRØYA,5014,Tennøya
139,14202,BREMANGER,1438,Tennøysundet
153,12729,NÆRØY,1751,Tennskjæret
1299,13644,OSTERØY,4630,Tepstad
81,11494,AUSTEVOLL,1244,Ternholmen
1299,11741,ØYGARDEN,4626,Ternholmen Nø
1233,12268,MOLDE,1506,Terningen
1299,12662,NAMSOS,5007,Ternskjæret II
1299,15517,HAMMERFEST,5603,Tinnlandet
187,22735,LEKA,1755,Tistelen
1299,25815,SVEIO,4612,Tittelsnes
515,28916,VIKNA,5050,Tjærnholmen
1299,20075,HAMARØY,1875,Tjajneluokta
1299,29616,AURE,1576,Tjeldbergodden Biopark
1299,45181,AURE,1576,Tjeldbergodden Øst
1299,45183,AURE,1576,Tjeldbergodden Øst 2
327,10589,RISØR,0901,Tjenndalsstranda
1299,45116,STEINKJER,5006,Tjuin Industriområde
1299,31077,EVENES,1853,Tjukkeneset
1299,12753,ÅFJORD,5058,Tjuvholmen Strandh
1299,10054,AUSTEVOLL,4625,Tobbeholmane
105,22017,HURUM,0628,Tofteholmen
1164,11414,ØKSNES,1868,Toften
1299,10635,HAMMERFEST,5603,Toknebuktneset
1299,17575,BOKN,1145,Tollaksholmen
60,13506,RINGSAKER,0412,Tømmerli
1299,34777,AURE,1576,Tømmervåg
154,12111,VINDAFJORD,1160,Tømmervik
509,21175,TYSFJORD,1850,Tømmervik S
231,12024,KVINNHERAD,1224,Tømmervika
1299,38237,TYSNES,4616,Toneset
1299,45056,SIRDAL,4228,Tonstadtippen
1299,26055,HARSTAD,5503,Toppsund Ø
1299,30236,HARSTAD,5503,Toppsund V
1299,30837,AUSTEVOLL,4625,Torangskjeret
68,12538,VÅLER I HEDMARK,0426,Tøråsen
1299,30177,NÆRØYSUND,5060,Torgerhaugen
1299,11628,FITJAR,4615,Torget
119,18815,EID,1443,Torheim
170,12901,TINGVOLL,1560,Torjulvågen
1299,37677,TINGVOLL,1560,Torjulvågen Land
1299,12671,NÆRØYSUND,5060,Torlandsøya
69,10251,HALDEN,0101,Torpedalen
606,24755,TYSVÆR,1146,Torskavika
1047,12114,VINDAFJORD,1160,Torsneset
234,30477,KARLSØY,1936,Torsvåg
1299,34077,KARLSØY,5534,Torsvåg II
69,12764,FOLLDAL,0439,Torud
1299,13156,KVAM,4622,Tørvikvatnet
1299,45121,STAD,4649,Torvneset
158,13278,TRÆNA,1835,Tørvøy V
1299,33677,HØYANGER,4638,Torvund
1299,13584,BRØNNØY,1813,Tosbotn
1299,34917,BINDAL,1811,Tosen
1299,31497,ALVER,4631,Toska N
1299,14018,ALVER,4631,Toska S
1135,10071,ALVER,4631,Toskasundet
1299,37757,AUSTEVOLL,4625,Tovo
1299,29336,AUSTEVOLL,4625,Trælsøyosen
1299,30517,SENJA,5530,Trælvika
87,25615,FLORA,1401,Træsneset
1299,32717,ØRLAND,5057,Tranøya N
1299,10090,ASKVOLL,4645,Trellevika
459,10082,ASKØY,1247,Tressvatn
290,11712,ASKØY,1247,Tretteosen
1299,17077,SENJA,5530,Trettevik
1299,45097,ØYGARDEN,4626,Trettholmane
1299,32857,BØMLO,4613,Trettholmosen
327,12932,RISØR,0901,Trettodden
152,23875,RISØR,0901,Trettodden V
1299,45144,ASKØY,4627,Trettosen
1299,11517,SVEIO,4612,Trettøy
1299,30560,ØRLAND,5057,Tristeinen
1299,13677,HEIM,5055,Trøan Bjørklibukta
1299,37497,VESTNES,1535,Trohaugen
460,27335,LEBESBY,2022,Trollbukt
1299,11264,SØRFOLD,1845,Trollbukta
1299,13594,SORTLAND,1870,Trolløya Sv
1299,38457,AUSTEVOLL,4625,Trollsøy
1299,11351,TJELDSUND,5512,Trollvika
288,24935,SOLUND,1412,Trommesteinen
1299,10332,KVINNHERAD,4617,Trommo
59,12161,LÆRDAL,1422,Trondhellarbukti
1299,11453,BOKN,1145,Trosnavåg
1299,13637,VINDAFJORD,1160,Trovåg
1299,37637,AUSTRHEIM,4632,Trøvika
1299,12302,ÅLESUND,1508,Tueneset
1299,10029,KARMØY,1149,Tuholmane Ø
1299,11572,BØMLO,4613,Tungeneset
1299,10147,ETNE,4611,Tungesvik
240,13207,GULEN,1411,Tunsbergpollen
239,10067,FJELL,1246,Turøy
1299,35397,ASKVOLL,4645,Tussaneset
1299,25855,TROMSØ,5501,Tussøya
1299,10821,ALTA,5601,Tuvan
1299,45101,TVEDESTRAND,4213,Tvedestrand Vgs
1149,12889,TINGVOLL,1560,Tveekrem
1299,14081,HYLLESTAD,4637,Tveit
1299,10077,ASKØY,4627,Tveitevåg
1299,30717,KVAM,4622,Tveitnes
1299,12077,KVINNHERAD,4617,Tveitnesvik
66,25155,STORD,1221,Tveitøyane
1299,12428,FRØYA,5014,Tverrvågen
1201,14241,HERØY I NORDLAND,1818,Tvillingholman S
47,12778,SNILLFJORD,1613,Tynnsøya N
1299,10335,ULLENSVANG,4618,Tyssedal
1299,12643,ÅFJORD,5058,Tysvika
1299,35857,HJELMELAND,1133,Tytlandsvik
136,20675,FLORA,1401,Uførenesgrunnen
1299,13562,STORD,4614,Uføro
1129,13120,OSLO,0301,Veterinærinstituttet Oslo
1299,10570,NORDREISA,5544,Uløy
1299,10726,SKJERVØY,5542,Uløybukt
1299,13570,HITRA,5056,Ulværholmen
1299,13720,HITRA,5056,Ulvan
466,12102,KVINNHERAD,1224,Ulveneset
1299,17862,ØYGARDEN,4626,Ulvesundet
49,11475,KARMØY,1149,Ulvøy N
192,17860,ØYGARDEN,1259,Ulvøy N
1299,34737,HAUGESUND,1106,Ulvøyo
1299,15316,HATTFJELLDAL,1826,Unkervatn
1299,32437,SURNADAL,1566,Urda
1299,45058,STRANDA,1525,Urdaneset
91,10049,BØMLO,1219,Urdatangen
1299,20797,NAMSOS,5007,Urdvika
1299,12269,ØRSTA,1520,Urke
515,32837,NÆRØY,5051,Ursbakken
1299,11533,ØYGARDEN,4626,Usholmsvika
1299,24135,KVINNHERAD,4617,Utåker
1299,37977,VINDAFJORD,1160,Utbjoa Land
67,11698,ASKØY,1247,Utfarvika
66,25175,HATTFJELLDAL,1826,Utgård
1299,10145,BJØRNAFJORDEN,4624,Utlebøen
1299,14678,BØ I NORDLAND,1867,Uvåg
240,13158,HØYANGER,1416,Vadheim
1299,40058,HØYANGER,4638,Vadheim 2
1299,40057,HØYANGER,4638,Vadheim I
1299,35517,ØYGARDEN,4626,Vadholmen
134,13117,LURØY,1834,Værholmsundet
1299,22495,SENJA,5530,Værnes
1299,24197,HITRA,5056,Værøya Ø
1299,37017,ASKVOLL,4645,Værøyhamna
1299,11892,VINDAFJORD,1160,Vågafossen
1299,45113,HASVIK,5616,Vågananlegget
1299,12837,VINJE,4036,Vågi Totak
1299,45205,HARAM,1580,Vågholmen
1076,10677,SØR-VARANGER,5444,Vagnfjorden
1299,35637,BODØ,1804,Vågøya
1299,45108,SMØLA,1573,Vågsholmen
1299,37117,GILDESKÅL,1838,Vågsosen
1299,10091,KINN,4602,Vågsøya
166,32377,RAUMA,1539,Vågstrandpollen
242,32378,RAUMA,1539,Vågstrandpollen Land
1299,45085,NÆRØYSUND,5060,Val
308,26877,HADSEL,1866,Valbeinneset
1299,15816,VESTVÅGØY,1860,Valbergene
1299,10850,ENGERDAL,3425,Valdalen
296,19578,OSTERØY,1253,Valestrandvågen
1039,27896,VÅGAN,1865,Valhall
1299,31557,FRØYA,5014,Valøyan
76,12739,BJUGN,1627,Valsøya
47,12779,SNILLFJORD,1613,Valstranda
445,13522,NESNA,1828,Valvika
1299,40077,NESNA,1828,Valvika Alge
1299,38857,NORDKAPP,5620,Vannfjorden
1299,35937,Indre Fosen,5054,Vanvikan
134,12016,KVAM,1238,Varaneset
1299,36657,KVAM,4622,Vardanes
1299,35657,HITRA,5056,Varden
1143,18075,VARDØ,5404,Vardøya
421,10968,LURØY,1834,Vardskjær Ø
137,10970,LURØY,1834,Vardskjær V
1299,36337,LURØY,1834,Vardskjæret S
1299,36317,BRØNNØY,1813,Varholmen
1299,45023,LURØY,1834,Varpet
1299,12303,ØRSTA,1520,Vartdal
1299,10865,BINDAL,1811,Varvassvika
69,13715,NORD-AURDAL,0542,Vasetdansen
105,15518,HAMMERFEST,2004,Vassbukt
69,13525,LURØY,1834,Vassbukta
459,11137,MELØY,1837,Vassdalsvik
1299,39857,MELØY,1837,Vassdalsvik Alge
1299,37717,ORKLAND,5059,Vassgåsholmen
79,27396,GULEN,1411,Vassøy
1299,10126,HJELMELAND,1133,Vassvik
183,17595,TRANØY,1927,Vassvika
1299,18117,LOPPA,5614,Vassvika
455,11728,GULEN,1411,Vatnøy
1299,45071,GULEN,4635,Vatnøy
1299,13047,VÅGAN,1865,Våtvika
87,24635,FLORA,1401,Vaulen
420,10430,BRØNNØY,1813,Vedal
1299,10652,NORDKAPP,5620,Vedbotn
192,12802,BJUGN,1627,Veddersholmen
91,14203,BØMLO,1219,Vedøy N
1299,12678,NAMSOS,5007,Vedøya
1299,38317,GILDESKÅL,1838,Vedskjeran
1299,10504,BØ I NORDLAND,1867,Vedvika
1299,11303,HAMARØY,1875,Veggfjell
100,10836,HAMMERFEST,2004,Vegglandet
1299,45025,HAMMERFEST,5603,Vegglandet
1299,32637,BÅTSFJORD,5632,Veidnes
1299,32337,KINN,4602,Veiesund
1299,45165,HASVIK,5616,Veines
93,10177,VOLDA,1519,Velsvik
69,12512,RINGEBU,0520,Venåssetra
1299,35838,TROMSØ,5501,Vengsøy
1299,13660,STAD,4649,Venøyvikane
1299,45179,MOLDE,1506,Veøy Sør
1299,13837,KINN,4602,Verpeide
418,33497,NORDDAL,1524,Verpesdalsbugen
201,10593,HVALER,0111,Veslegunilla
1299,12670,NAMSOS,5007,Veso Vikan
1299,11385,HARSTAD,5503,Vestnes
1299,10191,HARAM,1580,Vestrefjorden
1299,24096,HEIM,5055,Vestseøra
240,11557,SVEIO,1216,Vestvik
240,10058,SVEIO,1216,Vestvikvågen
1299,13709,STAD,4649,Vetrhusstranda
1299,12223,VANYLVEN,1511,Videild
1299,11903,SANDNES,1108,Viganeset V
496,12885,KRISTIANSUND,1505,Vikageilen
1299,13704,MASFJORDEN,4634,Vikane
1148,17395,FITJAR,4615,Vikane
1299,39017,GISKE,1532,Vikane
1299,27315,ULLENSVANG,4618,Vikane 1
1299,12595,ÅFJORD,5058,Vikbukta
1299,10863,BINDAL,1811,Vikestadvågen
258,13955,NESNA,1828,Vikholmen
518,39097,INDRE FOSEN,5054,Vikingbase
1299,45059,Indre Fosen,5054,Vikingbase I
211,13652,OSTERØY,1253,Viknabukta
1299,11624,BØMLO,4613,Vikøya S
1299,12682,NAMSOS,5007,Vindhammaren
1299,36717,SENJA,5530,Vindhammarneset
1299,11252,BØ I NORDLAND,1867,Vindhammeren
1193,37957,ØYGARDEN,4626,Vindøy
1299,12839,FJORD,1578,Vindsnes
1299,13226,HJELMELAND,1133,Vindsvik
1299,19235,BODØ,1804,Vindvika
1299,36119,STEIGEN,1848,Vinkfjorden Alge
186,10834,HAMMERFEST,2004,Vinnaeide
1299,10616,HAMMERFEST,5603,Vinnalandet
1299,39737,KARLSØY,5534,Vinterneset
1299,11925,SULDAL,1134,Vintraviki
232,32477,BÅTSFJORD,2028,Voie
1299,13246,HERØY I MØRE OG ROMSDAL,1515,Voldnes
1299,23895,STAVANGER,1103,Voll II
431,12334,SANDE I MØRE OG ROMSDAL,1514,Voravika
1299,45135,SANDE I MØRE OG ROMSDAL,1514,Voravika
1299,15878,BØMLO,4613,Vordnesholmen
55,13571,SNILLFJORD,1613,Vorpbukta
1299,45138,VESTNES,1535,Vorpeneset
192,13723,SNILLFJORD,1613,Vorpneset
1299,36237,SKJERVØY,5542,Vorterøya
1299,45083,SKJERVØY,5542,Vorterøyskagen
54,10587,KVITESEID,0829,Vrådal
1299,17495,HEIM,5055,Vullum
1299,23676,FARSUND,4206,Ydstesteinen
1299,29936,KVINNHERAD,4617,Ystadneset
1299,13306,TJELDSUND,5512,Ystevika
1299,45003,ALSTAHAUG,1820,Ystøya
1299,45142,SENJA,5530,Ytre Baltsfjord
1299,39777,HADSEL,1866,Ytre Hadseløya
423,13016,KVÆNANGEN,1943,Ytre Hamnebukt
1299,45213,HUSTADVIKA,1579,Ytre Harøy
1299,24155,SENJA,5530,Ytre Jøvik
83,10402,FLATANGER,1749,Ytre Kallhammeren
1299,32617,ALTA,5601,Ytre Koven
1299,24175,SENJA,5530,Ytre Lavollsfjord
182,10805,KVÆNANGEN,1943,Ytre Nappen
1299,20176,ALTA,5601,Ytre Simanes
1299,11338,TJELDSUND,5512,Ytre Stræte
1271,29417,HERØY I NORDLAND,1818,Ytre Vassholmen
1299,45032,NÆRØYSUND,5060,Ytterflesa
1299,18595,SORTLAND,1870,Ytterhavna
